User_Id,Customer_Age,Trx_Vlu,Trx_Age,Trx_Rank,Points,Category In English,Mer_Id
10652,291,158,291,1,1580,Grocery,8
10655,70,208,70,1,2080,Grocery,8
10656,320,146,320,1,1460,Grocery,8
10658,33,280,33,1,2800,Grocery,8
10659,305,196,305,1,1960,Grocery,8
10663,27,818,27,1,8180,Grocery,8
10664,72,15,72,1,150,Grocery,8
10666,252,327,252,1,3270,Grocery,8
10667,325,194,325,1,1940,Grocery,8
10669,72,208,72,1,2080,Grocery,8
10673,27,87,27,1,870,Grocery,8
10675,234,188,234,1,1880,Grocery,8
10676,177,198,177,1,1980,Grocery,8
10677,27,245,27,1,2450,Grocery,8
10679,167,128,167,1,1280,Grocery,8
10682,20,141,20,1,1410,Grocery,8
10684,116,186,116,1,1860,Grocery,8
10686,31,398,31,1,3980,Grocery,8
10689,99,322,99,1,3220,Grocery,8
10690,31,410,31,1,4100,Grocery,8
10692,33,154.1,33,1,1541,Grocery,8
10695,20,211,20,1,2110,Grocery,8
10699,68,160,68,1,1600,Grocery,8
10700,298,108,298,1,1080,Grocery,8
10702,215,496,215,1,4960,Grocery,8
10707,212,106,212,1,1060,Grocery,8
10709,20,154,20,1,1540,Grocery,8
10710,61,166,61,1,1660,Grocery,8
10713,310,76,310,1,760,Grocery,8
10717,41,138,271,1,1380,Grocery,8
10717,41,52,41,2,520,Grocery,8
10718,27,1955,27,1,19550,Grocery,8
10718,27,1730,27,2,17300,Grocery,8
10719,102,1088,102,1,10880,Grocery,8
10720,20,169,20,1,1690,Grocery,8
10722,306,153,306,1,1530,Grocery,8
10723,254,644,254,1,6440,Grocery,8
10724,262,174.6,262,1,1746,Grocery,8
10725,7,148,7,1,1480,Grocery,8
10726,34,748,34,1,7480,Grocery,8
10729,202,176,202,1,1760,Grocery,8
10730,68,166,68,1,1660,Grocery,8
10731,26,210,26,1,2100,Grocery,8
10734,25,158,25,1,1580,Grocery,8
10735,11,114,11,1,1140,Grocery,8
10738,106,226,106,1,2260,Grocery,8
10740,67,154,67,1,1540,Grocery,8
10748,167,62,256,1,620,Grocery,8
10748,167,92,167,2,920,Grocery,8
10749,182,122,182,1,1220,Grocery,8
10750,301,66,301,1,660,Grocery,8
10752,27,142,27,1,1420,Grocery,8
10757,25,322,25,1,3220,Grocery,8
10758,251,123,251,1,1230,Grocery,8
10759,34,211,34,1,2110,Grocery,8
10763,103,192,103,1,1920,Grocery,8
10764,66,632,276,1,6320,Grocery,8
10764,66,910,66,2,9100,Grocery,8
10766,16,277,253,1,2770,Grocery,8
10766,16,117.3,16,2,1173,Grocery,8
10768,17,196,17,1,1960,Grocery,8
10769,164,94,164,1,940,Grocery,8
10772,57,198,57,1,1980,Grocery,8
10776,217,145.3,255,1,1453,Grocery,8
10776,217,62,217,2,620,Grocery,8
10779,1,69.3,1,1,693,Grocery,8
10780,252,100,252,1,1000,Grocery,8
10782,155,246,155,1,2460,Grocery,8
10784,82,228.9,300,1,2289,Grocery,8
10784,82,124,82,2,1240,Grocery,8
10785,3,216,3,1,2160,Grocery,8
10786,53,480,53,1,4800,Grocery,8
10790,34,47.4,328,1,474,Grocery,8
10790,34,54.6,34,2,546,Grocery,8
10791,30,70,30,1,700,Grocery,8
10792,167,180,167,1,1800,Grocery,8
10794,265,170,265,1,1700,Grocery,8
10795,196,242,196,1,2420,Grocery,8
10799,166,188,166,1,1880,Grocery,8
10800,20,204,20,1,2040,Grocery,8
10801,150,170,150,1,1700,Grocery,8
10803,34,1076,34,1,10760,Grocery,8
10805,43,280,43,1,2800,Grocery,8
10806,210,104,210,1,1040,Grocery,8
10807,19,286,19,1,2860,Grocery,8
10809,253,94,253,1,940,Grocery,8
10810,69,566,69,1,5660,Grocery,8
10811,270,308,270,1,3080,Grocery,8
10812,91,129.3,121,1,1293,Grocery,8
10813,286,180,286,1,1800,Grocery,8
10816,270,139,270,1,1390,Grocery,8
10817,83,830,285,1,8300,Grocery,8
10817,83,3128,279,2,31280,Grocery,8
10817,83,3073,255,3,30730,Grocery,8
10817,83,159,255,4,1590,Grocery,8
10817,83,4198,139,5,41980,Grocery,8
10817,83,1133.8,100,6,11338,Grocery,8
10817,83,4498,83,7,44980,Grocery,8
10825,251,240,251,1,2400,Grocery,8
10827,69,228,69,1,2280,Grocery,8
10828,269,164,269,1,1640,Grocery,8
10830,76,694,76,1,6940,Grocery,8
10832,185,840,185,1,8400,Grocery,8
10833,100,318,100,1,3180,Grocery,8
10834,18,168,18,1,1680,Grocery,8
10836,2,142,280,1,1420,Grocery,8
10836,2,22,253,2,220,Grocery,8
10836,2,104,2,3,1040,Grocery,8
10847,65,144,65,1,1440,Grocery,8
10848,224,158,224,1,1580,Grocery,8
10849,33,145,307,1,1450,Grocery,8
10849,33,64,33,2,640,Grocery,8
10850,257,799,257,1,7990,Grocery,8
10851,163,274,163,1,2740,Grocery,8
10854,321,150,321,1,1500,Grocery,8
10855,20,133,20,1,1330,Grocery,8
10856,13,280,13,1,2800,Grocery,8
10859,269,1070,269,1,10700,Grocery,8
10860,61,92,61,1,920,Grocery,8
10863,65,440,65,1,4400,Grocery,8
10867,13,193,13,1,1930,Grocery,8
10869,34,45,34,1,450,Grocery,8
10873,130,226,130,1,2260,Grocery,8
10879,27,485,27,1,4850,Grocery,8
10882,259,233,259,1,2330,Grocery,8
10883,4,174,4,1,1740,Grocery,8
10885,232,202,232,1,2020,Grocery,8
10886,47,226,47,1,2260,Grocery,8
10890,13,130,13,1,1300,Grocery,8
10890,13,220.5,13,2,2205,Grocery,8
10894,269,230,269,1,2300,Grocery,8
10903,154,114,154,1,1140,Grocery,8
10904,19,1332,19,1,13320,Grocery,8
10907,20,275,20,1,2750,Grocery,8
10910,34,230,34,1,2300,Grocery,8
10914,101,284,101,1,2840,Grocery,8
10915,53,88,53,1,880,Grocery,8
10917,252,122,252,1,1220,Grocery,8
10918,94,183.9,94,1,1839,Grocery,8
10920,213,242,213,1,2420,Grocery,8
10921,295,126,295,1,1260,Grocery,8
10922,136,176,136,1,1760,Grocery,8
10926,27,325,27,1,3250,Grocery,8
10928,268,118,268,1,1180,Grocery,8
10932,58,250,280,1,2500,Grocery,8
10932,58,16,226,2,160,Grocery,8
10932,58,40,58,3,400,Grocery,8
10936,139,186,139,1,1860,Grocery,8
10937,43,226,43,1,2260,Grocery,8
10939,51,210,51,1,2100,Grocery,8
10942,32,94,269,1,940,Grocery,8
10942,32,52,32,2,520,Grocery,8
10943,27,80,27,1,800,Grocery,8
10946,171,274,171,1,2740,Grocery,8
10947,126,180,126,1,1800,Grocery,8
10948,34,313,34,1,3130,Grocery,8
10953,41,206,41,1,2060,Grocery,8
10955,5,156,5,1,1560,Grocery,8
10956,95,196,95,1,1960,Grocery,8
10957,200,306,200,1,3060,Grocery,8
10958,63,250,63,1,2500,Grocery,8
10959,55,84,55,1,840,Grocery,8
10962,35,1400,35,1,14000,Grocery,8
10963,251,96,251,1,960,Grocery,8
10965,28,184,160,1,1840,Grocery,8
10965,28,143.1,28,2,1431,Grocery,8
10967,267,153.6,267,1,1536,Grocery,8
10969,210,210,210,1,2100,Grocery,8
10970,57,194,57,1,1940,Grocery,8
10971,13,333,13,1,3330,Grocery,8
10973,68,129,68,1,1290,Grocery,8
10977,38,224,38,1,2240,Grocery,8
10978,250,431,250,1,4310,Grocery,8
10979,72,196.8,72,1,1968,Grocery,8
10980,103,154,103,1,1540,Grocery,8
10986,269,134,269,1,1340,Grocery,8
10987,132,200,132,1,2000,Grocery,8
10988,98,206,281,1,2060,Grocery,8
10988,98,173.1,243,2,1731,Grocery,8
10988,98,216,98,3,2160,Grocery,8
10989,240,176,240,1,1760,Grocery,8
10994,33,114,33,1,1140,Grocery,8
10997,53,598,53,1,5980,Grocery,8
10999,27,157,27,1,1570,Grocery,8
11000,12,238.4,256,1,2384,Grocery,8
11000,12,94,12,2,940,Grocery,8
11001,259,684,259,1,6840,Grocery,8
11002,41,70,212,1,700,Grocery,8
11002,41,38,41,2,380,Grocery,8
11003,194,132,194,1,1320,Grocery,8
11004,253,169,253,1,1690,Grocery,8
11005,256,211.2,256,1,2112,Grocery,8
11007,6,214,6,1,2140,Grocery,8
11009,38,1122,38,1,11220,Grocery,8
11010,136,40,136,1,400,Grocery,8
11011,26,686,26,1,6860,Grocery,8
11013,271,300,271,1,3000,Grocery,8
11014,30,216,30,1,2160,Grocery,8
11018,22,128,281,1,1280,Grocery,8
11018,22,78.7,22,2,787,Grocery,8
11019,262,163.4,262,1,1634,Grocery,8
11020,253,72,253,1,720,Grocery,8
11022,28,146,28,1,1460,Grocery,8
11023,256,153,256,1,1530,Grocery,8
11025,275,172,275,1,1720,Grocery,8
11027,225,500,225,1,5000,Grocery,8
11028,250,162,250,1,1620,Grocery,8
11031,200,92,200,1,920,Grocery,8
11032,263,238,263,1,2380,Grocery,8
11034,202,308,202,1,3080,Grocery,8
11035,6,635,6,1,6350,Grocery,8
11038,41,1890,269,1,18900,Grocery,8
11038,41,5378,269,2,53780,Grocery,8
11038,41,14639,41,3,146390,Grocery,8
11039,20,1029,20,1,10290,Grocery,8
11040,263,232,263,1,2320,Grocery,8
11042,6,229,6,1,2290,Grocery,8
11043,13,175,13,1,1750,Grocery,8
11049,51,78,247,1,780,Grocery,8
11049,51,60,51,2,600,Grocery,8
11050,235,240,235,1,2400,Grocery,8
11054,260,199,260,1,1990,Grocery,8
11055,80,152,289,1,1520,Grocery,8
11055,80,66,80,2,660,Grocery,8
11056,205,114,205,1,1140,Grocery,8
11057,102,116,102,1,1160,Grocery,8
11058,260,260,260,1,2600,Grocery,8
11060,216,350,216,1,3500,Grocery,8
11063,168,103.1,168,1,1031,Grocery,8
11065,51,300,62,1,3000,Grocery,8
11065,51,486,51,2,4860,Grocery,8
11066,248,155,260,1,1550,Grocery,8
11067,27,36,27,1,360,Grocery,8
11070,317,96,317,1,960,Grocery,8
11071,256,93,256,1,930,Grocery,8
11072,36,234,36,1,2340,Grocery,8
11075,24,53,259,1,530,Grocery,8
11077,214,140,214,1,1400,Grocery,8
11078,65,604.4,65,1,6044,Grocery,8
11083,239,106.9,239,1,1069,Grocery,8
11085,34,131,34,1,1310,Grocery,8
11086,95,125,251,1,1250,Grocery,8
11086,95,172,95,2,1720,Grocery,8
11087,261,163,261,1,1630,Grocery,8
11090,26,142,26,1,1420,Grocery,8
11093,285,58,285,1,580,Grocery,8
11094,78,82.2,78,1,822,Grocery,8
11097,31,230,31,1,2300,Grocery,8
11098,237,50,237,1,500,Grocery,8
11099,103,132,103,1,1320,Grocery,8
11102,132,222,132,1,2220,Grocery,8
11103,263,146,263,1,1460,Grocery,8
11109,152,180,152,1,1800,Grocery,8
11110,12,360,12,1,3600,Grocery,8
11112,288,60,288,1,600,Grocery,8
11115,304,275,304,1,2750,Grocery,8
11116,239,50,293,1,500,Grocery,8
11116,239,12,239,2,120,Grocery,8
11120,293,124,293,1,1240,Grocery,8
11123,3,144,281,1,1440,Grocery,8
11123,3,66,3,2,660,Grocery,8
11124,229,156,229,1,1560,Grocery,8
11126,97,108,97,1,1080,Grocery,8
11129,173,172,173,1,1720,Grocery,8
11133,48,200,48,1,2000,Grocery,8
11134,51,128.6,260,1,1286,Grocery,8
11134,51,362,51,2,3620,Grocery,8
11135,72,732,251,1,7320,Grocery,8
11135,72,372,72,2,3720,Grocery,8
11136,167,252,167,1,2520,Grocery,8
11137,212,772,212,1,7720,Grocery,8
11138,147,96,147,1,960,Grocery,8
11139,115,12,115,1,120,Grocery,8
11139,115,120,115,2,1200,Grocery,8
11143,273,154,273,1,1540,Grocery,8
11144,14,134,14,1,1340,Grocery,8
11146,251,104,251,1,1040,Grocery,8
11149,41,304,41,1,3040,Grocery,8
11151,12,182,12,1,1820,Grocery,8
11152,180,206,180,1,2060,Grocery,8
11157,20,120,247,1,1200,Grocery,8
11157,20,82,20,2,820,Grocery,8
11158,69,148,69,1,1480,Grocery,8
11160,20,160,20,1,1600,Grocery,8
11162,27,209,27,1,2090,Grocery,8
11163,33,518.9,33,1,5189,Grocery,8
11164,195,168,195,1,1680,Grocery,8
11166,166,169,271,1,1690,Grocery,8
11166,166,102,236,2,1020,Grocery,8
11166,166,92.7,204,3,927,Grocery,8
11168,202,214,202,1,2140,Grocery,8
11170,58,182,58,1,1820,Grocery,8
11173,297,706,297,1,7060,Grocery,8
11174,148,230,148,1,2300,Grocery,8
11177,33,1041.3,33,1,10413,Grocery,8
11179,85,570,85,1,5700,Grocery,8
11181,33,112,33,1,1120,Grocery,8
11183,67,2030,67,1,20300,Grocery,8
11186,78,32,78,1,320,Grocery,8
11188,265,164,265,1,1640,Grocery,8
11189,127,124,127,1,1240,Grocery,8
11190,33,844,33,1,8440,Grocery,8
11191,259,109,259,1,1090,Grocery,8
11192,41,15.8,41,1,158,Grocery,8
11194,274,170,274,1,1700,Grocery,8
11195,48,376,48,1,3760,Grocery,8
11196,260,71,260,1,710,Grocery,8
11199,27,200,27,1,2000,Grocery,8
11200,11,645,11,1,6450,Grocery,8
11201,20,482,272,1,4820,Grocery,8
11201,20,520,101,2,5200,Grocery,8
11201,20,360,20,3,3600,Grocery,8
11207,311,158,311,1,1580,Grocery,8
11210,159,1089,259,1,10890,Grocery,8
11210,159,2508,159,2,25080,Grocery,8
11217,292,56,292,1,560,Grocery,8
11218,41,228,41,1,2280,Grocery,8
11220,134,360,134,1,3600,Grocery,8
11225,18,496,18,1,4960,Grocery,8
11229,262,455,262,1,4550,Grocery,8
11232,182,766,182,1,7660,Grocery,8
11235,220,102,220,1,1020,Grocery,8
11236,259,48,259,1,480,Grocery,8
11237,86,148,86,1,1480,Grocery,8
11240,207,172,207,1,1720,Grocery,8
11241,62,308,62,1,3080,Grocery,8
11244,20,278,20,1,2780,Grocery,8
11245,20,196,20,1,1960,Grocery,8
11246,218,158,218,1,1580,Grocery,8
11247,217,168,217,1,1680,Grocery,8
11248,189,248,189,1,2480,Grocery,8
11249,265,164,265,1,1640,Grocery,8
11250,202,196.7,202,1,1967,Grocery,8
11251,214,248,214,1,2480,Grocery,8
11252,27,442,27,1,4420,Grocery,8
11253,329,170,329,1,1700,Grocery,8
11255,260,240,260,1,2400,Grocery,8
11256,95,494,95,1,4940,Grocery,8
11259,138,112,138,1,1120,Grocery,8
11260,161,348,161,1,3480,Grocery,8
11262,57,190,57,1,1900,Grocery,8
11263,33,250,33,1,2500,Grocery,8
11269,6,165,6,1,1650,Grocery,8
11270,250,107,250,1,1070,Grocery,8
11274,124,342,309,1,3420,Grocery,8
11274,124,320,124,2,3200,Grocery,8
11278,205,818,205,1,8180,Grocery,8
11279,11,212,11,1,2120,Grocery,8
11281,239,108,239,1,1080,Grocery,8
11284,27,176,27,1,1760,Grocery,8
11285,99,1400,279,1,14000,Grocery,8
11285,99,1100,99,2,11000,Grocery,8
11288,179,50,179,1,500,Grocery,8
11289,86,314,86,1,3140,Grocery,8
11295,147,239.1,147,1,2391,Grocery,8
11299,34,233,34,1,2330,Grocery,8
11301,20,125,34,1,1250,Grocery,8
11301,20,145,20,2,1450,Grocery,8
11302,34,183,34,1,1830,Grocery,8
11304,248,186,248,1,1860,Grocery,8
11305,112,116,112,1,1160,Grocery,8
11309,139,680,139,1,6800,Grocery,8
11311,74,350,74,1,3500,Grocery,8
11314,3,170,3,1,1700,Grocery,8
11315,133,500,133,1,5000,Grocery,8
11316,251,392,251,1,3920,Grocery,8
11320,253,854,253,1,8540,Grocery,8
11321,137,154,137,1,1540,Grocery,8
11322,272,157,272,1,1570,Grocery,8
11323,192,444,192,1,4440,Grocery,8
11324,149,166,149,1,1660,Grocery,8
11326,271,189,271,1,1890,Grocery,8
11328,188,122,188,1,1220,Grocery,8
11339,306,139,306,1,1390,Grocery,8
11340,252,165,252,1,1650,Grocery,8
11345,241,150,241,1,1500,Grocery,8
11346,33,102,33,1,1020,Grocery,8
11349,239,203.9,239,1,2039,Grocery,8
11350,41,185,41,1,1850,Grocery,8
11351,87,230,87,1,2300,Grocery,8
11352,48,452,48,1,4520,Grocery,8
11353,57,270,324,1,2700,Grocery,8
11353,57,152,57,2,1520,Grocery,8
11354,38,276,38,1,2760,Grocery,8
11358,41,243,41,1,2430,Grocery,8
11359,170,124,170,1,1240,Grocery,8
11362,260,112,260,1,1120,Grocery,8
11364,238,178,238,1,1780,Grocery,8
11366,27,292,252,1,2920,Grocery,8
11366,27,486,27,2,4860,Grocery,8
11369,47,76,47,1,760,Grocery,8
11371,126,178,126,1,1780,Grocery,8
11374,68,220,68,1,2200,Grocery,8
11377,92,162,92,1,1620,Grocery,8
11379,251,101,251,1,1010,Grocery,8
11380,143,166,143,1,1660,Grocery,8
11384,152,200,152,1,2000,Grocery,8
11385,15,254,15,1,2540,Grocery,8
11386,60,94,298,1,940,Grocery,8
11386,60,60,60,2,600,Grocery,8
11387,34,217,34,1,2170,Grocery,8
11391,251,238,251,1,2380,Grocery,8
11393,91,150,91,1,1500,Grocery,8
11394,319,80,319,1,800,Grocery,8
11396,269,372,269,1,3720,Grocery,8
11398,307,182,307,1,1820,Grocery,8
11400,18,588,18,1,5880,Grocery,8
11402,226,112,226,1,1120,Grocery,8
11403,27,160,27,1,1600,Grocery,8
11404,61,148,61,1,1480,Grocery,8
11405,231,146,231,1,1460,Grocery,8
11407,88,208,88,1,2080,Grocery,8
11412,24,182,24,1,1820,Grocery,8
11414,1,2,108,1,20,Grocery,8
11418,34,1374,34,1,13740,Grocery,8
11420,260,190,260,1,1900,Grocery,8
11422,48,266,48,1,2660,Grocery,8
11423,6,176,315,1,1760,Grocery,8
11424,265,144,265,1,1440,Grocery,8
11426,20,260,20,1,2600,Grocery,8
11427,313,224,313,1,2240,Grocery,8
11433,316,146,316,1,1460,Grocery,8
11436,41,195,41,1,1950,Grocery,8
11437,277,1136,277,1,11360,Grocery,8
11440,20,460,20,1,4600,Grocery,8
11445,43,120,286,1,1200,Grocery,8
11445,43,60,255,2,600,Grocery,8
11445,43,120,212,3,1200,Grocery,8
11445,43,120,152,4,1200,Grocery,8
11445,43,120,93,5,1200,Grocery,8
11445,43,60,71,6,600,Grocery,8
11445,43,60,43,7,600,Grocery,8
11446,41,125,41,1,1250,Grocery,8
11450,31,292,31,1,2920,Grocery,8
11451,20,95,20,1,950,Grocery,8
11454,41,225,306,1,2250,Grocery,8
11454,41,507,41,2,5070,Grocery,8
11455,80,190,80,1,1900,Grocery,8
11458,62,248,62,1,2480,Grocery,8
11459,8,212,8,1,2120,Grocery,8
11461,144,388,144,1,3880,Grocery,8
11462,271,164,271,1,1640,Grocery,8
11467,20,138,327,1,1380,Grocery,8
11467,20,69,20,2,690,Grocery,8
11468,102,414,102,1,4140,Grocery,8
11470,5,348,5,1,3480,Grocery,8
11471,86,186,86,1,1860,Grocery,8
11472,157,50,157,1,500,Grocery,8
11474,66,54,66,1,540,Grocery,8
11476,34,88,34,1,880,Grocery,8
11477,269,958,269,1,9580,Grocery,8
11479,263,146,263,1,1460,Grocery,8
11485,56,216,56,1,2160,Grocery,8
11487,259,146,259,1,1460,Grocery,8
11488,13,153,13,1,1530,Grocery,8
11491,60,134,125,1,1340,Grocery,8
11491,60,1152,60,2,11520,Grocery,8
11492,158,156,158,1,1560,Grocery,8
11493,14,288,14,1,2880,Grocery,8
11494,249,160,249,1,1600,Grocery,8
11496,27,189,27,1,1890,Grocery,8
11497,46,151.3,46,1,1513,Grocery,8
11500,77,154,77,1,1540,Grocery,8
11504,34,69.5,34,1,695,Grocery,8
11505,26,688,26,1,6880,Grocery,8
11507,310,42,310,1,420,Grocery,8
11509,96,124,322,1,1240,Grocery,8
11509,96,108,96,2,1080,Grocery,8
11510,251,168,251,1,1680,Grocery,8
11511,259,334,259,1,3340,Grocery,8
11512,20,103.5,217,1,1035,Grocery,8
11512,20,32,78,2,320,Grocery,8
11512,20,14,20,3,140,Grocery,8
11513,27,21,27,1,210,Grocery,8
11514,283,152,283,1,1520,Grocery,8
11523,99,100,122,1,1000,Grocery,8
11524,42,444,42,1,4440,Grocery,8
11525,113,242,113,1,2420,Grocery,8
11526,27,238,197,1,2380,Grocery,8
11526,27,87,27,2,870,Grocery,8
11527,34,169,34,1,1690,Grocery,8
11529,60,1610,60,1,16100,Grocery,8
11531,34,512,34,1,5120,Grocery,8
11532,259,923,259,1,9230,Grocery,8
11533,175,90,175,1,900,Grocery,8
11535,298,248,298,1,2480,Grocery,8
11538,228,6128,228,1,61280,Grocery,8
11540,89,104,89,1,1040,Grocery,8
11541,231,200,231,1,2000,Grocery,8
11546,41,310,41,1,3100,Grocery,8
11548,259,114,259,1,1140,Grocery,8
11549,41,112,41,1,1120,Grocery,8
11560,302,188,302,1,1880,Grocery,8
11566,295,126,295,1,1260,Grocery,8
11568,98,102,98,1,1020,Grocery,8
11569,13,262,13,1,2620,Grocery,8
11574,34,256,34,1,2560,Grocery,8
11575,170,160,170,1,1600,Grocery,8
11577,1,116,246,1,1160,Grocery,8
11577,1,65.4,1,2,654,Grocery,8
11579,17,286,17,1,2860,Grocery,8
11580,18,82,313,1,820,Grocery,8
11580,18,66,18,2,660,Grocery,8
11581,27,630,269,1,6300,Grocery,8
11581,27,1429,27,2,14290,Grocery,8
11583,144,176,144,1,1760,Grocery,8
11585,259,211,259,1,2110,Grocery,8
11586,34,3068,34,1,30680,Grocery,8
11587,24,368,24,1,3680,Grocery,8
11588,67,288.5,67,1,2885,Grocery,8
11591,272,117,272,1,1170,Grocery,8
11593,250,77,250,1,770,Grocery,8
11595,46,66,46,1,660,Grocery,8
11596,32,75,269,1,750,Grocery,8
11596,32,134,32,2,1340,Grocery,8
11597,17,362,178,1,3620,Grocery,8
11597,17,94,17,2,940,Grocery,8
11599,246,324,246,1,3240,Grocery,8
11600,279,112,279,1,1120,Grocery,8
11601,47,376,47,1,3760,Grocery,8
11604,31,166,31,1,1660,Grocery,8
11607,98,202,98,1,2020,Grocery,8
11610,32,128,287,1,1280,Grocery,8
11610,32,96,32,2,960,Grocery,8
11611,82,79.5,82,1,795,Grocery,8
11616,256,180,256,1,1800,Grocery,8
11617,30,232.7,30,1,2327,Grocery,8
11620,258,181.9,258,1,1819,Grocery,8
11627,18,188,18,1,1880,Grocery,8
11631,91,114,91,1,1140,Grocery,8
11634,31,226,31,1,2260,Grocery,8
11636,41,167,41,1,1670,Grocery,8
11637,199,404,199,1,4040,Grocery,8
11638,258,177,258,1,1770,Grocery,8
11647,250,31,250,1,310,Grocery,8
11649,72,154,72,1,1540,Grocery,8
11650,34,73,34,1,730,Grocery,8
11652,313,206,313,1,2060,Grocery,8
11653,70,364,70,1,3640,Grocery,8
11656,190,206,190,1,2060,Grocery,8
11657,56,240,86,1,2400,Grocery,8
11657,56,66,56,2,660,Grocery,8
11659,192,112,192,1,1120,Grocery,8
11660,150,54,150,1,540,Grocery,8
11669,27,467,27,1,4670,Grocery,8
11671,34,417,34,1,4170,Grocery,8
11675,4,262,4,1,2620,Grocery,8
11683,87,216,87,1,2160,Grocery,8
11684,171,516,171,1,5160,Grocery,8
11685,121,166,121,1,1660,Grocery,8
11688,161,88,284,1,880,Grocery,8
11688,161,26,161,2,260,Grocery,8
11690,285,1200,285,1,12000,Grocery,8
11693,71,536,307,1,5360,Grocery,8
11693,71,169.6,253,2,1696,Grocery,8
11693,71,424,71,3,4240,Grocery,8
11694,249,96,249,1,960,Grocery,8
11699,41,60,41,1,600,Grocery,8
11703,113,44,113,1,440,Grocery,8
11704,162,335.9,162,1,3359,Grocery,8
11706,89,198,89,1,1980,Grocery,8
11707,186,448,186,1,4480,Grocery,8
11709,33,340,33,1,3400,Grocery,8
11714,135,44,135,1,440,Grocery,8
11715,272,125,272,1,1250,Grocery,8
11716,144,198,144,1,1980,Grocery,8
11720,20,206,20,1,2060,Grocery,8
11726,227,110,227,1,1100,Grocery,8
11730,95,90,95,1,900,Grocery,8
11731,257,134,257,1,1340,Grocery,8
11733,240,188,240,1,1880,Grocery,8
11736,52,398,52,1,3980,Grocery,8
11738,201,176,201,1,1760,Grocery,8
11739,246,108,246,1,1080,Grocery,8
11741,67,222,67,1,2220,Grocery,8
11745,72,760,72,1,7600,Grocery,8
11746,250,127,250,1,1270,Grocery,8
11747,18,228,18,1,2280,Grocery,8
11748,305,63,305,1,630,Grocery,8
11752,252,159,252,1,1590,Grocery,8
11753,6,198,240,1,1980,Grocery,8
11753,6,66,6,2,660,Grocery,8
11754,69,182,69,1,1820,Grocery,8
11755,188,176,188,1,1760,Grocery,8
11756,218,118,218,1,1180,Grocery,8
11758,295,196,295,1,1960,Grocery,8
11761,6,193,6,1,1930,Grocery,8
11763,4,90,4,1,900,Grocery,8
11766,165,170,165,1,1700,Grocery,8
11767,293,1544,293,1,15440,Grocery,8
11770,98,86,281,1,860,Grocery,8
11770,98,56,200,2,560,Grocery,8
11770,98,56,98,3,560,Grocery,8
11771,112,194,112,1,1940,Grocery,8
11774,34,577,34,1,5770,Grocery,8
11778,41,256,41,1,2560,Grocery,8
11782,74,76,74,1,760,Grocery,8
11786,164,186,164,1,1860,Grocery,8
11787,267,172,267,1,1720,Grocery,8
11788,250,56,250,1,560,Grocery,8
11791,187,180,187,1,1800,Grocery,8
11792,241,208,241,1,2080,Grocery,8
11794,261,178.5,261,1,1785,Grocery,8
11795,68,148,68,1,1480,Grocery,8
11796,269,118,269,1,1180,Grocery,8
11798,235,30,235,1,300,Grocery,8
11799,27,1047.2,315,1,10472,Grocery,8
11799,27,205.5,287,2,2055,Grocery,8
11799,27,585,253,3,5850,Grocery,8
11799,27,202.5,91,4,2025,Grocery,8
11799,27,300,64,5,3000,Grocery,8
11799,27,3500,49,6,35000,Grocery,8
11799,27,256,27,7,2560,Grocery,8
11804,154,204,154,1,2040,Grocery,8
11805,209,96,209,1,960,Grocery,8
11806,20,150,273,1,1500,Grocery,8
11806,20,57,20,2,570,Grocery,8
11807,131,92,131,1,920,Grocery,8
11810,20,1106,263,1,11060,Grocery,8
11810,20,969,20,2,9690,Grocery,8
11811,75,200,75,1,2000,Grocery,8
11813,44,350,286,1,3500,Grocery,8
11813,44,55,259,2,550,Grocery,8
11813,44,82,196,3,820,Grocery,8
11813,44,120,132,4,1200,Grocery,8
11813,44,154,44,5,1540,Grocery,8
11815,328,156,328,1,1560,Grocery,8
11818,34,154,298,1,1540,Grocery,8
11818,34,63,34,2,630,Grocery,8
11821,249,1740,249,1,17400,Grocery,8
11822,149,198,149,1,1980,Grocery,8
11828,46,97.5,46,1,975,Grocery,8
11829,33,178,33,1,1780,Grocery,8
11833,139,15,251,1,150,Grocery,8
11835,181,132,181,1,1320,Grocery,8
11836,41,180,41,1,1800,Grocery,8
11838,36,128,36,1,1280,Grocery,8
11839,78,140,78,1,1400,Grocery,8
11841,251,151,251,1,1510,Grocery,8
11843,255,122,255,1,1220,Grocery,8
11844,43,2712.5,49,1,27125,Grocery,8
11844,43,60,43,2,600,Grocery,8
11845,38,200,38,1,2000,Grocery,8
11849,101,320,101,1,3200,Grocery,8
11852,20,168,20,1,1680,Grocery,8
11855,270,68,270,1,680,Grocery,8
11856,10,216,10,1,2160,Grocery,8
11860,35,852,35,1,8520,Grocery,8
11863,99,160,99,1,1600,Grocery,8
11865,112,422,112,1,4220,Grocery,8
11866,270,50,270,1,500,Grocery,8
11868,87,184,87,1,1840,Grocery,8
11872,20,284,20,1,2840,Grocery,8
11873,271,109,271,1,1090,Grocery,8
11875,61,172,61,1,1720,Grocery,8
11876,220,144,220,1,1440,Grocery,8
11878,40,345,40,1,3450,Grocery,8
11884,63,299,63,1,2990,Grocery,8
11885,156,156,156,1,1560,Grocery,8
11887,4,183.5,4,1,1835,Grocery,8
11888,325,132,325,1,1320,Grocery,8
11890,262,153,262,1,1530,Grocery,8
11891,153,692,314,1,6920,Grocery,8
